Cde;Dt;Livraison;Client ID;Produit ID;Qty;Rabais;Mode Livraison
CA-2022-145443;10/08/2022;16/08/2022;SC-20695;OFF-PA-10003302;5;0 %;Second Class
CA-2022-168396;03/08/2022;08/08/2022;BD-11725;OFF-LA-10001297;5;0 %;Second Class
CA-2022-141747;03/08/2022;08/08/2022;SC-20230;OFF-ST-10003996;1;0 %;Second Class
CA-2022-146031;29/07/2022;04/08/2022;GM-14440;OFF-AR-10002656;9;0 %;Second Class
CA-2022-142342;17/07/2022;27/07/2022;AJ-10795;OFF-PA-10004609;5;0 %;Second Class
CA-2022-156818;11/07/2022;18/07/2022;JD-16015;TEC-AC-10002323;6;0 %;Second Class
CA-2022-155152;07/07/2022;12/07/2022;MP-17965;TEC-AC-10004353;4;0 %;Second Class
US-2022-124821;25/06/2022;02/07/2022;AM-10705;FUR-TA-10000688;4;0 %;Second Class
CA-2022-159107;24/06/2022;29/06/2022;KT-16480;OFF-FA-10001332;1;0 %;Second Class
CA-2022-137001;10/06/2022;15/06/2022;GZ-14545;OFF-AR-10001231;7;0 %;Second Class
CA-2022-121559;01/06/2022;09/06/2022;HW-14935;FUR-CH-10003746;6;0 %;Second Class
CA-2022-141572;28/05/2022;04/06/2022;LO-17170;FUR-FU-10001185;8;0 %;Second Class
CA-2022-153080;22/05/2022;27/05/2022;EH-13945;TEC-AC-10002331;7;0 %;Second Class
CA-2022-117401;18/05/2022;25/05/2022;PP-18955;OFF-AP-10000938;7;0 %;Second Class
CA-2022-161655;13/05/2022;18/05/2022;CW-11905;OFF-BI-10002082;annulé;0 %;Second Class
CA-2022-122175;12/05/2022;19/05/2022;CA-12775;FUR-FU-10000719;5;0 %;Second Class
US-2022-104451;08/05/2022;13/05/2022;MM-18055;OFF-AP-10000692;4;0 %;Second Class
US-2022-128398;02/05/2022;06/05/2022;EM-13825;TEC-AC-10001714;4;0 %;Second Class
CA-2022-151911;30/04/2022;06/05/2022;DL-13495;OFF-EN-10002986;4;0 %;Second Class
CA-2022-136651;23/04/2022;30/04/2022;JF-15355;FUR-FU-10002445;7;0 %;Second Class
CA-2022-146360;23/04/2022;30/04/2022;SC-20305;TEC-AC-10003590;6;0 %;Second Class
CA-2022-122735;12/04/2022;17/04/2022;BD-11320;OFF-BI-10004364;5;0 %;Second Class
CA-2022-112900;09/04/2022;17/04/2022;KL-16645;OFF-BI-10002867;8;0 %;Second Class
CA-2022-145877;01/04/2022;05/04/2022;AS-10090;OFF-ST-10000649;6;0 %;Second Class
US-2022-159205;31/03/2022;05/04/2022;DB-12910;FUR-FU-10001591;5;0 %;Second Class
CA-2022-133263;31/03/2022;05/04/2022;JE-15610;OFF-BI-10001153;1;0 %;Second Class
CA-2022-126634;30/03/2022;04/04/2022;AB-10165;FUR-FU-10004973;5;0 %;Second Class
CA-2022-126550;29/03/2022;02/04/2022;RD-19720;OFF-ST-10001031;5;0 %;Second Class
CA-2022-167101;24/03/2022;29/03/2022;BM-11650;OFF-PA-10000357;4;0 %;Second Class
CA-2022-108539;21/03/2022;26/03/2022;SC-20725;OFF-ST-10003208;;0 %;Second Class
CA-2022-154214;20/03/2022;25/03/2022;TB-21595;FUR-FU-10000206;1;0 %;Second Class
CA-2022-122007;18/03/2022;23/03/2022;JK-15325;OFF-AP-10000358;7;0 %;Second Class
CA-2022-140949;17/03/2022;25/03/2022;DB-13405;OFF-LA-10000081;5;0 %;Second Class
US-2022-101539;16/03/2022;20/03/2022;VM-21685;OFF-PA-10001972;1;0 %;Second Class
CA-2022-106859;13/03/2022;23/03/2022;BF-11215;OFF-ST-10000615;8;0 %;Second Class
CA-2022-140494;10/03/2022;14/03/2022;CM-11815;TEC-AC-10004568;4;0 %;Second Class
CA-2022-168193;06/03/2022;11/03/2022;RM-19750;OFF-PA-10002254;1;0 %;Second Class
CA-2022-117212;26/02/2022;09/03/2022;BT-11530;OFF-AP-10004532;4;0 %;Second Class
CA-2022-122693;19/02/2022;25/02/2022;NH-18610;OFF-AP-10002518;7;0 %;Second Class
CA-2022-150602;09/02/2022;13/02/2022;ML-17395;FUR-FU-10003142;4;0 %;Second Class
CA-2022-134649;26/01/2022;30/01/2022;CA-11965;OFF-AR-10001547;7;0 %;Second Class
CA-2022-138289;16/01/2022;23/01/2022;AR-10540;OFF-BI-10004995;4;0 %;Second Class
US-2022-167402;13/01/2022;18/01/2022;CP-12085;OFF-PA-10004983;5;0 %;Second Class
US-2022-158512;12/01/2022;17/01/2022;DA-13450;OFF-PA-10001804;6;0 %;Second Class
US-2022-123862;07/01/2022;12/01/2022;JF-15190;OFF-ST-10000760;11;0 %;Second Class
CA-2022-118668;02/01/2022;07/01/2022;FW-14395;TEC-AC-10000682;1;0 %;Second Class
CA-2022-163510;25/12/2022;31/12/2022;JW-15955;OFF-ST-10000563;3;0 %;Second Class
US-2022-140907;10/12/2022;18/12/2022;BP-11185;TEC-AC-10004510;3;0 %;Second Class
CA-2022-148922;10/12/2022;16/12/2022;SU-20665;TEC-AC-10001838;3;0 %;Second Class
CA-2022-126865;05/12/2022;10/12/2022;NP-18325;OFF-PA-10003039;3;0 %;Second Class
CA-2022-163139;01/12/2022;07/12/2022;CC-12670;TEC-AC-10000290;3;0 %;Second Class
CA-2022-103352;27/11/2022;03/12/2022;RP-19390;OFF-AR-10001573;3;0 %;Second Class
CA-2022-129000;25/11/2022;29/11/2022;SZ-20035;OFF-ST-10001097;3;0 %;Second Class
CA-2022-118731;20/11/2022;26/11/2022;LP-17080;FUR-FU-10003347;3;0 %;Second Class
CA-2022-120404;20/11/2022;25/11/2022;KH-16330;TEC-AC-10003433;3;0 %;Second Class
CA-2022-128265;17/11/2022;22/11/2022;VW-21775;OFF-ST-10000142;;0 %;Second Class
CA-2022-149944;12/11/2022;19/11/2022;MB-17305;OFF-FA-10003495;3;0 %;Second Class
CA-2022-167976;11/11/2022;16/11/2022;JL-15505;OFF-SU-10004661;3;0 %;Second Class
CA-2022-113460;07/11/2022;11/11/2022;KN-16390;FUR-CH-10000422;3;0 %;Second Class
CA-2022-122504;07/11/2022;12/11/2022;DB-13270;TEC-AC-10003289;3;0 %;Second Class
US-2022-110989;03/11/2022;07/11/2022;EJ-14155;TEC-AC-10002345;3;0 %;Second Class
CA-2022-144225;30/09/2022;04/10/2022;CC-12475;OFF-PA-10000062;3;0 %;Second Class
CA-2022-114440;14/09/2022;18/09/2022;TB-21520;OFF-PA-10004675;3;0 %;Second Class
US-2022-109582;12/09/2022;17/09/2022;JM-15865;OFF-PA-10004071;3;0 %;Second Class
CA-2022-110905;10/09/2022;22/09/2022;RW-19690;OFF-BI-10003669;3;0 %;Second Class
CA-2022-161200;06/08/2022;14/08/2022;SV-20365;FUR-BO-10000468;3;0 %;Second Class
US-2022-143175;03/08/2022;10/08/2022;GA-14515;OFF-ST-10003123;3;0 %;Second Class
CA-2022-168942;01/08/2022;07/08/2022;EM-13960;OFF-ST-10004340;3;0 %;Second Class
CA-2022-133046;27/07/2022;02/08/2022;DK-13375;FUR-FU-10001940;3;0 %;Second Class
CA-2022-128629;10/07/2022;17/07/2022;BP-11155;FUR-FU-10000771;3;0 %;Second Class
CA-2022-116988;27/06/2022;02/07/2022;PW-19030;OFF-PA-10003848;3;0 %;Second Class
CA-2022-136350;24/06/2022;28/06/2022;GA-14515;FUR-FU-10003601;3;0 %;Second Class
CA-2022-118437;17/06/2022;22/06/2022;PF-19165;FUR-FU-10004848;3;0 %;Second Class
CA-2022-112172;10/06/2022;15/06/2022;MM-18280;OFF-FA-10004395;3;0 %;Second Class
CA-2022-111332;20/05/2022;28/05/2022;NC-18340;OFF-AR-10001953;3;0 %;Second Class
CA-2022-115322;11/05/2022;16/05/2022;ZC-21910;OFF-AR-10004456;3;0 %;Second Class
CA-2022-133487;06/05/2022;11/05/2022;TS-21655;OFF-AP-10001271;3;0 %;Second Class
CA-2022-125381;25/04/2022;30/04/2022;SG-20605;TEC-AC-10000158;3;0 %;Second Class
CA-2022-134635;15/04/2022;20/04/2022;NS-18640;OFF-PA-10002254;3;0 %;Second Class
CA-2022-136511;23/03/2022;28/03/2022;MZ-17515;OFF-SU-10003505;3;0 %;Second Class
US-2022-163195;17/02/2022;21/02/2022;LL-16840;TEC-PH-10003875;3;0 %;Second Class
CA-2022-115994;28/01/2022;01/02/2022;BT-11305;TEC-AC-10000580;3;0 %;Second Class
CA-2022-114055;25/12/2022;02/01/2023;MH-18115;OFF-PA-10004381;2;0 %;Second Class
CA-2022-161578;16/12/2022;21/12/2022;RB-19465;OFF-PA-10002986;2;0 %;Second Class
CA-2022-102407;09/12/2022;14/12/2022;AT-10435;OFF-AR-10000122;2;0 %;Second Class
US-2022-167920;09/12/2022;18/12/2022;JL-15835;OFF-BI-10004236;2;0 %;Second Class
CA-2022-145226;08/12/2022;12/12/2022;DL-13315;FUR-FU-10004952;2;0 %;Second Class
CA-2022-143126;03/12/2022;10/12/2022;CM-12655;FUR-TA-10002958;2;0 %;Second Class
US-2022-109610;25/11/2022;30/11/2022;BS-11590;FUR-CH-10001854;2;0 %;Second Class
CA-2022-128300;24/11/2022;30/11/2022;RS-19765;TEC-PH-10002807;2;0 %;Second Class
CA-2022-149160;23/11/2022;27/11/2022;JM-15265;FUR-FU-10003347;2;0 %;Second Class
US-2022-125808;12/11/2022;19/11/2022;EP-13915;OFF-PA-10001846;2;0 %;Second Class
CA-2022-152912;09/11/2022;13/11/2022;BM-11650;OFF-BI-10004728;2;0 %;Second Class
CA-2022-143567;02/11/2022;10/11/2022;TB-21175;OFF-EN-10004846;2;0 %;Second Class
CA-2022-118367;28/10/2022;01/11/2022;LO-17170;OFF-EN-10004386;2;0 %;Second Class
CA-2022-131492;19/10/2022;26/10/2022;HH-15010;OFF-EN-10002973;2;0 %;Second Class
CA-2022-165603;17/10/2022;21/10/2022;SS-20140;OFF-ST-10000798;2;0 %;Second Class
CA-2022-134607;03/10/2022;08/10/2022;HL-15040;OFF-ST-10002214;2;0 %;Second Class
CA-2022-116113;02/10/2022;08/10/2022;JW-15220;FUR-FU-10002963;2;0 %;Second Class
CA-2022-123029;30/09/2022;05/10/2022;BT-11530;TEC-AC-10002402;2;0 %;Second Class
CA-2022-132521;23/09/2022;27/09/2022;DW-13540;OFF-AP-10002191;2;0 %;Second Class
CA-2022-167381;22/09/2022;26/09/2022;EH-14005;FUR-BO-10001972;2;0 %;Second Class
CA-2022-134439;18/09/2022;24/09/2022;TM-21010;OFF-PA-10004082;2;0 %;Second Class
CA-2022-137498;09/09/2022;15/09/2022;LC-17050;OFF-AR-10003829;2;0 %;Second Class
CA-2022-161956;27/08/2022;05/09/2022;DR-12880;FUR-FU-10002937;2;0 %;Second Class
CA-2022-117947;18/08/2022;27/08/2022;NG-18355;FUR-FU-10003849;2;0 %;Second Class
CA-2022-169264;14/08/2022;21/08/2022;NP-18700;OFF-LA-10001613;2;0 %;Second Class
CA-2022-167913;30/07/2022;07/08/2022;JL-15835;OFF-ST-10000585;2;0 %;Second Class
US-2022-169320;23/07/2022;01/08/2022;LH-16900;OFF-AR-10003602;2;0 %;Second Class
CA-2022-118724;21/07/2022;27/07/2022;AR-10825;OFF-AR-10003469;2;0 %;Second Class
CA-2022-164378;15/07/2022;20/07/2022;MM-18055;OFF-AR-10001177;2;0 %;Second Class
CA-2022-100650;29/06/2022;04/07/2022;DK-13225;OFF-ST-10001780;2;0 %;Second Class
CA-2022-129462;16/06/2022;22/06/2022;JE-15745;FUR-CH-10000665;2;0 %;Second Class
CA-2022-134565;11/06/2022;20/06/2022;TB-21400;OFF-PA-10004243;2;0 %;Second Class
CA-2022-140088;28/05/2022;04/06/2022;PO-18865;FUR-CH-10000863;2;0 %;Second Class
CA-2022-119914;04/05/2022;08/05/2022;CC-12220;OFF-AP-10002684;2;0 %;Second Class
CA-2022-132178;03/05/2022;09/05/2022;DB-12970;OFF-ST-10000464;2;0 %;Second Class
CA-2022-100524;31/03/2022;06/04/2022;CM-12115;FUR-FU-10004018;2;0 %;Second Class
CA-2022-113705;27/03/2022;02/04/2022;LC-16870;OFF-LA-10000476;2;0 %;Second Class
CA-2022-125101;06/03/2022;11/03/2022;SH-19975;OFF-ST-10000675;2;0 %;Second Class
CA-2022-160927;29/01/2022;04/02/2022;TM-21010;OFF-PA-10003848;2;0 %;Second Class
CA-2022-169411;24/12/2022;30/12/2022;AC-10615;FUR-FU-10001602;1;non;Standard Class
CA-2022-106782;21/12/2022;26/12/2022;LP-17095;OFF-ST-10004459;1;0 %;Standard Class
CA-2022-105480;20/12/2022;24/12/2022;DK-13225;OFF-PA-10002787;1;0 %;Standard Class
CA-2022-118003;04/12/2022;09/12/2022;DO-13645;FUR-FU-10002506;1;0 %;Standard Class
CA-2022-117702;28/11/2022;03/12/2022;LS-16975;OFF-AR-10004582;1;0 %;Standard Class
CA-2022-146535;24/11/2022;29/11/2022;FM-14290;OFF-BI-10000546;1;0 %;Standard Class
CA-2022-166436;24/11/2022;28/11/2022;TS-21370;OFF-PA-10001838;1;0 %;Standard Class
CA-2022-107874;21/11/2022;25/11/2022;SW-20275;FUR-FU-10003535;1;0 %;Standard Class
CA-2022-142888;21/11/2022;26/11/2022;BP-11230;FUR-TA-10004767;1;0 %;Standard Class
CA-2022-163629;17/11/2022;22/11/2022;RA-19885;TEC-AC-10001539;1;0 %;Standard Class
CA-2022-133620;13/11/2022;18/11/2022;EM-14065;OFF-ST-10004634;1;0 %;Standard Class
CA-2022-154137;11/11/2022;15/11/2022;MT-17815;OFF-ST-10003324;1;0 %;Standard Class
CA-2022-110842;11/11/2022;16/11/2022;GA-14725;OFF-AP-10003971;1;0 %;Standard Class
CA-2022-154816;06/11/2022;11/11/2022;VB-21745;OFF-PA-10003845;1;0 %;Standard Class
CA-2022-155558;26/10/2022;30/10/2022;PG-18895;TEC-AC-10001998;1;0 %;Standard Class
CA-2022-109099;06/10/2022;10/10/2022;MM-18280;OFF-PA-10001033;1;0 %;Standard Class
CA-2022-163818;04/10/2022;08/10/2022;PS-18970;FUR-FU-10000076;1;0 %;Standard Class
CA-2022-123981;02/10/2022;08/10/2022;RW-19630;TEC-PH-10002115;1;0 %;Standard Class
CA-2022-117807;01/10/2022;08/10/2022;DK-13090;OFF-PA-10000994;1;0 %;Standard Class
US-2022-132675;24/09/2022;02/10/2022;KF-16285;OFF-ST-10004950;1;0 %;Standard Class
CA-2022-123351;21/09/2022;26/09/2022;KT-16480;OFF-AP-10001242;1;0 %;Standard Class
CA-2022-159954;10/09/2022;17/09/2022;SS-20410;OFF-BI-10004876;1;0 %;Standard Class
US-2022-104094;07/09/2022;12/09/2022;AG-10675;TEC-AC-10002134;1;0 %;Standard Class
CA-2022-107909;01/09/2022;06/09/2022;SS-20875;TEC-AC-10001998;1;0 %;Standard Class
US-2022-135230;01/09/2022;05/09/2022;CK-12325;OFF-AR-10001166;1;0 %;Standard Class
CA-2022-132339;19/08/2022;25/08/2022;JB-15400;OFF-BI-10003925;1;0 %;Standard Class
CA-2022-152310;12/08/2022;17/08/2022;DK-12895;TEC-CO-10000971;1;0 %;Standard Class
CA-2022-147032;31/07/2022;07/08/2022;LB-16795;OFF-PA-10003256;1;0 %;Standard Class
CA-2022-108791;27/07/2022;02/08/2022;TM-21490;FUR-FU-10004018;1;0 %;Standard Class
US-2022-127719;21/07/2022;26/07/2022;TW-21025;OFF-PA-10001934;1;0 %;Standard Class
US-2022-126179;03/07/2022;11/07/2022;CS-12460;FUR-FU-10002554;1;0 %;Standard Class
CA-2022-135167;15/06/2022;20/06/2022;SC-20800;OFF-AR-10002399;1;0 %;Standard Class
US-2022-131849;06/06/2022;10/06/2022;GH-14410;FUR-FU-10004164;1;0 %;Standard Class
CA-2022-121580;29/05/2022;03/06/2022;ML-17410;OFF-BI-10000632;1;0 %;Standard Class
CA-2022-159688;07/05/2022;14/05/2022;AB-10060;TEC-AC-10000736;1;0 %;Standard Class
CA-2022-128755;04/05/2022;08/05/2022;MK-18160;OFF-PA-10000726;1;0 %;Standard Class
CA-2022-126718;29/04/2022;04/05/2022;KT-16480;OFF-LA-10004055;1;0 %;Standard Class
CA-2022-166933;24/04/2022;29/04/2022;MG-17890;OFF-FA-10002676;1;0 %;Standard Class
CA-2022-161984;10/04/2022;15/04/2022;SJ-20125;OFF-PA-10004569;1;0 %;Standard Class
CA-2022-150623;10/04/2022;15/04/2022;DB-13360;TEC-AC-10004571;1;0 %;Standard Class
CA-2022-109211;04/04/2022;09/04/2022;PS-19045;OFF-EN-10001532;1;0 %;Standard Class
CA-2022-129910;30/03/2022;03/04/2022;ME-17320;OFF-ST-10003282;1;0 %;Standard Class
CA-2022-155880;25/03/2022;31/03/2022;JD-16150;FUR-CH-10000422;1;0 %;Standard Class
CA-2022-111815;03/03/2022;07/03/2022;EP-13915;FUR-CH-10000785;1;0 %;Standard Class
CA-2022-108000;12/01/2022;17/01/2022;LS-16945;OFF-EN-10002621;1;0 %;Standard Class
CA-2022-138380;21/12/2022;26/12/2022;YS-21880;OFF-ST-10003306;7;0 %;Standard Class
CA-2022-104066;05/12/2022;09/12/2022;QJ-19255;TEC-AC-10001013;7;0 %;Standard Class
CA-2022-118542;01/12/2022;06/12/2022;CC-12550;OFF-PA-10004735;7;0 %;Standard Class
CA-2022-166926;01/12/2022;06/12/2022;SO-20335;OFF-PA-10001593;7;0 %;Standard Class
CA-2022-155607;26/11/2022;02/12/2022;FG-14260;OFF-AP-10001962;7;0 %;Standard Class
CA-2022-110926;19/11/2022;25/11/2022;DD-13570;OFF-FA-10000624;7;0 %;Standard Class
CA-2022-100601;16/11/2022;21/11/2022;JK-15370;OFF-ST-10002486;7;0 %;Standard Class
CA-2022-157483;11/11/2022;16/11/2022;EP-13915;OFF-AR-10004260;7;0 %;Standard Class
CA-2022-141138;10/11/2022;15/11/2022;GH-14425;TEC-AC-10001772;7;0 %;Standard Class
CA-2022-132346;07/11/2022;12/11/2022;PK-19075;OFF-AP-10000696;7;0 %;Standard Class
CA-2022-107174;06/11/2022;14/11/2022;AB-10060;FUR-TA-10004575;7;0 %;Standard Class
CA-2022-142636;03/11/2022;08/11/2022;KC-16675;OFF-PA-10000157;7;0 %;Standard Class
CA-2022-150707;14/10/2022;18/10/2022;EL-13735;OFF-BI-10001078;7;0 %;Standard Class
CA-2022-137918;29/09/2022;04/10/2022;JK-15730;OFF-SU-10000898;7;0 %;Standard Class
CA-2022-133074;21/09/2022;25/09/2022;DB-13615;OFF-PA-10004082;7;0 %;Standard Class
CA-2022-151428;21/09/2022;25/09/2022;RH-19495;OFF-BI-10000546;7;0 %;Standard Class
CA-2022-163020;15/09/2022;20/09/2022;MO-17800;FUR-FU-10000221;7;0 %;Standard Class
CA-2022-124898;11/09/2022;17/09/2022;DB-12910;OFF-PA-10003656;7;0 %;Standard Class
CA-2022-147361;09/09/2022;15/09/2022;SB-20290;OFF-ST-10001809;7;0 %;Standard Class
CA-2022-126956;21/08/2022;29/08/2022;GT-14710;OFF-FA-10002280;7;0 %;Standard Class
CA-2022-169810;25/07/2022;30/07/2022;RB-19360;OFF-LA-10003663;7;0 %;Standard Class
CA-2022-164112;30/06/2022;04/07/2022;ND-18460;OFF-ST-10002615;7;0 %;Standard Class
CA-2022-131695;30/06/2022;06/07/2022;RA-19285;OFF-ST-10001476;7;0 %;Standard Class
CA-2022-122056;13/06/2022;18/06/2022;PG-18895;OFF-AR-10004260;7;0 %;Standard Class
CA-2022-151281;27/04/2022;01/05/2022;HM-14980;FUR-FU-10000397;7;0 %;Standard Class
CA-2022-119655;20/04/2022;25/04/2022;CV-12295;OFF-BI-10001989;7;0 %;Standard Class
CA-2022-165491;20/03/2022;26/03/2022;HW-14935;TEC-AC-10000358;7;0 %;Standard Class
US-2022-104955;19/03/2022;26/03/2022;CG-12040;OFF-LA-10003121;7;0 %;Standard Class
CA-2022-140515;19/03/2022;25/03/2022;GZ-14545;OFF-AP-10001205;7;0 %;Standard Class
CA-2022-159352;12/03/2022;18/03/2022;KB-16585;TEC-PH-10004700;7;0 %;Standard Class
CA-2022-121706;26/02/2022;04/03/2022;BM-11140;OFF-AP-10003287;7;0 %;Standard Class
CA-2022-112725;30/01/2022;05/02/2022;EH-14125;OFF-AR-10003759;7;0 %;Standard Class
CA-2022-150931;06/01/2022;10/01/2022;DP-13390;OFF-BI-10004728;7;0 %;Standard Class
CA-2022-147956;24/12/2022;30/12/2022;AH-10210;OFF-ST-10001097;6;0 %;Standard Class
CA-2022-115602;18/12/2022;27/12/2022;DJ-13630;OFF-AR-10002280;6;0 %;Standard Class
US-2022-136189;07/12/2022;11/12/2022;DC-13285;FUR-FU-10000175;6;0 %;Standard Class
CA-2022-142328;07/12/2022;11/12/2022;TC-21535;OFF-PA-10000380;6;0 %;Standard Class
CA-2022-103968;01/12/2022;06/12/2022;ML-17755;FUR-FU-10003394;9;0 %;Standard Class
CA-2022-116645;30/11/2022;04/12/2022;ME-17725;OFF-AR-10001044;6;0 %;Standard Class
CA-2022-123372;28/11/2022;04/12/2022;DG-13300;TEC-PH-10002834;11;0 %;Standard Class
CA-2022-159506;27/11/2022;04/12/2022;JR-16210;OFF-PA-10003641;6;0 %;Standard Class
CA-2022-168641;24/11/2022;30/11/2022;KA-16525;OFF-AR-10003759;9;0 %;Standard Class
CA-2022-164028;24/11/2022;01/12/2022;JL-15835;TEC-AC-10001772;14;0 %;Standard Class
CA-2022-146724;20/11/2022;27/11/2022;HG-15025;OFF-AR-10001026;10;0 %;Standard Class
CA-2022-126242;19/11/2022;26/11/2022;MC-18100;OFF-ST-10000675;9;0 %;Standard Class
CA-2022-101042;19/11/2022;26/11/2022;AB-10105;FUR-FU-10004665;6;0 %;Standard Class
US-2022-155866;17/11/2022;23/11/2022;CC-12370;OFF-PA-10004735;6;0 %;Standard Class
CA-2022-137022;16/11/2022;21/11/2022;SW-20275;OFF-ST-10001963;8;0 %;Standard Class
CA-2022-124261;14/11/2022;19/11/2022;JE-15715;OFF-AR-10003504;8;0 %;Standard Class
US-2022-102904;13/11/2022;19/11/2022;CB-12025;TEC-AC-10000927;8;0 %;Standard Class
US-2022-141852;09/11/2022;13/11/2022;JE-15745;FUR-FU-10000023;8;0 %;Standard Class
CA-2022-155621;08/11/2022;13/11/2022;KN-16450;FUR-FU-10003535;10;0 %;Standard Class
CA-2022-144596;06/11/2022;11/11/2022;CD-11980;OFF-PA-10003302;9;0 %;Standard Class
CA-2022-148320;03/11/2022;07/11/2022;PG-18895;OFF-PA-10003022;6;0 %;Standard Class
CA-2022-123491;30/10/2022;08/11/2022;JK-15205;OFF-LA-10003077;6;0 %;Standard Class
CA-2022-142125;21/10/2022;27/10/2022;JB-15400;OFF-BI-10000301;6;0 %;Standard Class
CA-2022-135909;13/10/2022;18/10/2022;JW-15220;TEC-AC-10002335;6;0 %;Standard Class
CA-2022-108574;07/10/2022;13/10/2022;MG-18145;TEC-AC-10002049;9;0 %;Standard Class
CA-2022-156951;01/10/2022;08/10/2022;EB-13840;OFF-PA-10004530;8;0 %;Standard Class
CA-2022-121853;23/09/2022;27/09/2022;DB-13660;OFF-PA-10003641;8;0 %;Standard Class
CA-2022-164756;18/09/2022;25/09/2022;SS-20140;TEC-PH-10001552;8;0 %;Standard Class
CA-2022-148929;07/09/2022;12/09/2022;SP-20620;OFF-ST-10003282;8;0 %;Standard Class
CA-2022-133004;31/08/2022;06/09/2022;AJ-10945;OFF-AP-10002439;9;0 %;Standard Class
CA-2022-144883;15/08/2022;20/08/2022;BO-11350;OFF-LA-10000305;8;0 %;Standard Class
CA-2022-143063;10/08/2022;17/08/2022;IL-15100;OFF-EN-10003134;6;0 %;Standard Class
CA-2022-128328;05/08/2022;13/08/2022;PO-18865;OFF-BI-10001989;6;0 %;Standard Class
CA-2022-104731;21/07/2022;01/08/2022;AM-10705;OFF-AR-10003727;6;0 %;Standard Class
US-2022-129777;03/07/2022;11/07/2022;FM-14290;TEC-AC-10003590;10;0 %;Standard Class
CA-2022-140053;03/07/2022;09/07/2022;CA-12265;FUR-FU-10003708;9;0 %;Standard Class
CA-2022-115364;26/06/2022;04/07/2022;OT-18730;OFF-ST-10002486;12;0 %;Standard Class
CA-2022-122105;24/06/2022;28/06/2022;CJ-12010;OFF-AR-10004344;8;0 %;Standard Class
CA-2022-100384;24/06/2022;28/06/2022;NH-18610;OFF-AR-10002135;8;0 %;Standard Class
CA-2022-145506;03/06/2022;08/06/2022;MO-17800;OFF-ST-10004963;9;0 %;Standard Class
CA-2022-150420;03/06/2022;08/06/2022;GD-14590;TEC-AC-10004975;10;0 %;Standard Class
CA-2022-116498;30/05/2022;03/06/2022;KA-16525;OFF-AR-10003405;6;0 %;Standard Class
CA-2022-134152;27/05/2022;31/05/2022;RP-19855;TEC-AC-10004510;6;0 %;Standard Class
US-2022-100048;19/05/2022;23/05/2022;RS-19765;OFF-AP-10001154;6;0 %;Standard Class
CA-2022-133641;14/05/2022;22/05/2022;EJ-14155;OFF-EN-10004955;9;0 %;Standard Class
CA-2022-129357;14/05/2022;21/05/2022;KB-16585;OFF-PA-10003228;9;0 %;Standard Class
CA-2022-100748;13/05/2022;18/05/2022;RB-19795;OFF-LA-10000240;8;0 %;Standard Class
CA-2022-157854;08/04/2022;12/04/2022;DM-13345;FUR-FU-10003832;6;0 %;Standard Class
CA-2022-118360;01/04/2022;07/04/2022;JC-15775;OFF-PA-10000791;9;0 %;Standard Class
US-2022-140074;23/03/2022;27/03/2022;EC-14050;OFF-PA-10002741;6;0 %;Standard Class
CA-2022-119452;21/03/2022;25/03/2022;CL-12565;FUR-CH-10004495;6;0 %;Standard Class
CA-2022-152786;12/03/2022;19/03/2022;GA-14725;OFF-BI-10000829;9;0 %;Standard Class
CA-2022-167640;06/03/2022;15/03/2022;FC-14245;OFF-AR-10003158;6;0 %;Standard Class
CA-2022-123085;03/03/2022;08/03/2022;EJ-13720;TEC-AC-10000990;8;0 %;Standard Class
CA-2022-104647;23/02/2022;28/02/2022;CK-12595;OFF-PA-10002870;6;0 %;Standard Class
CA-2022-154809;13/02/2022;19/02/2022;MH-17455;OFF-AP-10004785;8;0 %;Standard Class
US-2022-101840;06/02/2022;11/02/2022;SP-20545;TEC-PH-10002538;6;0 %;Standard Class
US-2022-166037;28/01/2022;03/02/2022;CL-12700;TEC-AC-10002800;9;0 %;Standard Class
CA-2022-150469;26/01/2022;31/01/2022;CJ-12010;OFF-FA-10000611;8;0 %;Standard Class
US-2022-114034;03/01/2022;08/01/2022;DL-13315;OFF-PA-10004735;6;0 %;Standard Class
CA-2022-144463;01/01/2022;08/01/2022;SC-20725;FUR-FU-10001215;11;0 %;Standard Class
CA-2022-107342;17/12/2022;23/12/2022;VF-21715;OFF-PA-10001745;4;0 %;Standard Class
CA-2022-120936;17/12/2022;24/12/2022;CA-12310;OFF-ST-10001526;4;0 %;Standard Class
CA-2022-147333;14/12/2022;19/12/2022;KL-16555;TEC-AC-10004469;4;0 %;Standard Class
CA-2022-108854;08/12/2022;12/12/2022;DM-13345;OFF-PA-10003022;4;0 %;Standard Class
CA-2022-135587;07/12/2022;12/12/2022;BH-11710;OFF-AP-10004540;4;0 %;Standard Class
CA-2022-160885;02/12/2022;07/12/2022;JK-16090;TEC-PH-10001795;4;0 %;Standard Class
CA-2022-135860;01/12/2022;10/12/2022;JH-15985;OFF-ST-10000642;4;0 %;Standard Class
CA-2022-105333;30/11/2022;05/12/2022;VP-21730;OFF-ST-10002182;4;0 %;Standard Class
CA-2022-105130;21/11/2022;25/11/2022;PJ-18835;OFF-AR-10003394;4;0 %;Standard Class
CA-2022-143434;18/11/2022;22/11/2022;ME-17320;FUR-FU-10002597;4;0 %;Standard Class
CA-2022-108091;16/11/2022;21/11/2022;EK-13795;OFF-AR-10000255;4;0 %;Standard Class
